producto_url,nombre,Precio_comprador,Precio_anterior,precio_sin_impuestos,financiacion_plazo,Modelo,Cámara frontal,Sistema Operativo,Tipo de SIM (no incluida),Red,Frecuencia 2G,Frecuencia 3G,Frecuencia 4G,Frecuencia 5G,Batería,Memoria RAM,Memoria Interna,Peso,Dimensión del equipo,Llamadas por WiFi,NFC,Sensores,Cámara trasera,Display,Procesador,Celular Liberado,Memoria Externa,Cargador,Características,Auriculares,Cable USB C,Cover,Otros,sitio
https://tienda.claro.com.ar/pdp/equipos/samsung-galaxy-s25-plus-5g-512gb,Samsung Galaxy S25 Plus 5G 512GB,$2.299.999,,$1.900.826,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,SM-S936B,12,Android 15,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 Mhz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41 y 66.","Bandas 1, 2, 7, 25, 39, 40, 65, 66, 76 y 77.",4900 mAh,12,512 GB,190 g,"158,4 x 75.8 x 7,3 mm",Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro, barómetro, magnetómetro, reconocimiento dactilar y reconocimiento facial.",50 mpx con flash LED | Triple,6.7'' Quad HD+ Dynamic AMOLED 2X,"Octa Core 4.47GHz, 3.5GHz",Si,No,,Inteligencia Artificial - AI,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/samsung-galaxy-s25-5g-512gb,Samsung Galaxy S25 5G 512GB,$1.999.999,,$1.652.892,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,SM-S931B,12,Android 15,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 Mhz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41 y 66.","Bandas 1, 2, 7, 25, 39, 40, 65, 66, 76 y 77.",4000 mAh,12,512 GB,164 g,146.9 x 70.5 x 7.2 mm,Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro, barómetro, magnetómetro, reconocimiento dactilar y reconocimiento facial.",50 mpx con flash LED | Triple,6.2'' Full HD+ Dynamic AMOLED 2X,"Octa Core 4.47GHz, 3.5GHz",Si,No,,Inteligencia Artificial - AI,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/samsung-galaxy-z-fold6-5g-512gb,Samsung Galaxy Z Fold6 5G 512GB,$3.074.999,$4.099.999,$2.541.322,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,SM-F956B,4,Android 14,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 Mhz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41 y 66.","Bandas 1, 2, 3, 7, 25, 38, 39, 40, 41, 65, 66, 76, 77 y 78.",4400 mAh,12,512 GB | Disponibles 488 GB,239 g,"153,5 x 131,6 x 5,6 mm",Si,Si,"Proximidad, luminosidad, acelerómetro, barómetro, magnetómetro, reconocimiento dactilar y reconocimiento facial.",50 mpx con flash LED | Triple | Zoom digital 5x | Zoom óptico 3x,7.6'' Full HD+,Octa Core 3.3 GHz,Si,No,,Inteligencia Artificial - AI,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/samsung-galaxy-s25-plus-5g-256gb?color=celeste,Samsung Galaxy S25 Plus 5G 256GB,$1.999.999,,$1.652.892,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,SM-S936B,12,Android 15,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 Mhz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41 y 66.","Bandas 1, 2, 7, 25, 39, 40, 65, 66, 76 y 77.",4900 mAh,12,256 GB,190 g,"158,4 x 75.8 x 7,3 mm",Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro, barómetro, magnetómetro, reconocimiento dactilar y reconocimiento facial.",50 mpx con flash LED | Triple,6.7'' Quad HD+ Dynamic AMOLED 2X,"Octa Core 4.47GHz, 3.5GHz",Si,No,,Inteligencia Artificial - AI,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/samsung-galaxy-z-flip6-5g-512gb,Samsung Galaxy Z Flip6 5G 512GB,$1.972.499,$2.629.999,$1.630.165,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,SM-F741B,10,Android 14,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 Mhz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41 y 66.","Bandas 1, 2, 7, 25, 38, 39, 40, 65, 66, 76 y 77.",4000 mAh,12,512 GB | Disponibles 470 GB,187 g,"165,1 x 71,9 x 6,9 mm",Si,Si,"Proximidad, luminosidad, acelerómetro, barómetro, magnetómetro, reconocimiento dactilar y reconocimiento facial.",50 mpx con flash LED | Dual | Zoom digital 10x | Zoom óptico 2x,6.7'' Full HD+,Octa Core 3.9 GHz,Si,No,,Inteligencia Artificial - AI,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/moto-g15-128gb,Moto G15 128GB,$269.999,,$223.140,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,XT2521-2,8,Android 15,Nano-SIM,"2G, 3G, 4G",850/900/1800/1900 Mhz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 13, 26, 28, 38, 40 y 66.",,5200 mAh,4,128 GB | Disponibles 104 GB,192 g,"165,6 x 75,9 x 8,1 mm",Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro, reconocimiento dactilar y reconocimiento facial.",50 mpx con flash LED | Dual | Zoom digital 6x,"6,72'' Full HD+",Octa Core 2 GHz,Si,MicroSD hasta 1 TB,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/moto-g75-5g-128gb,Moto G75 5G 128GB,$459.999,,$380.164,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,XT2437-2,16,Android 14,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 Mhz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 25, 26, 28, 38, 40, 41, 42 y 66.","Bandas 1, 2, 3, 5, 7, 26, 28, 40, 66 y 78.",5000 mAh,8,128 GB | Disponibles 105 GB,195 g,"165,9 x 77,1 x 7,9 mm",Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro, magnetómetro, reconocimiento dactilar y reconocimiento facial.",50 mpx con flash LED | Dual | Zoom digital 10x,"6,78'' Full HD+",Octa Core 2.4 GHz,Si,MicroSD hasta 1 TB,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/moto-g85-5g-256gb,Moto G85 5G 256GB,$549.999,,$454.545,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,XT2427-1,32,Android 14,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 MHz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 25, 26, 28, 38, 40, 41, 42 y 66.","Bandas 1, 2, 3, 5, 7, 26, 28, 38, 40, 41, 66 y 78.",5000 mAh,8,256 GB | Disponibles 232 GB,171 g,"161,91 x 73,6 x 7,09 mm",Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro, reconocimiento dactilar y reconocimiento facial.",50 mpx con flash LED | Dual | Zoom digital 10x,6.67'' FHD+ pOLED,Octa Core 2.3 GHz,Si,MicroSD hasta 1 TB,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/moto-g75-5g-256gb,Moto G75 5G 256GB,$499.999,,$413.222,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,XT2437-2,16,Android 14,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 Mhz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 25, 26, 28, 38, 40, 41, 42 y 66.","Bandas 1, 2, 3, 5, 7, 26, 28, 40, 66 y 78.",5000 mAh,8,256 GB,195 g,"165,9 x 77,1 x 7,9 mm",Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro, magnetómetro, reconocimiento dactilar y reconocimiento facial.",50 mpx con flash LED | Dual | Zoom digital 10x,"6,78'' Full HD+",Octa Core 2.4 GHz,Si,MicroSD hasta 1 TB,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/samsung-galaxy-s25-ultra-5g-256gb,Samsung Galaxy S25 Ultra 5G 256GB,$2.399.999,,$1.983.470,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,SM-S938B,12,Android 15,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 Mhz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41 y 66.","Bandas 1, 2, 7, 25, 39, 40, 65, 66, 76 y 77.",5000 mAh,12,256 GB,219 g,162.8 x 77.6 x 8.2 mm,Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro, barómetro, magnetómetro, reconocimiento dactilar y reconocimiento facial.",200 mpx con flash LED | Quad,6.9'' Quad HD+ Dynamic AMOLED 2X,"Octa Core 4.47GHz, 3.5GHz",Si,No,,Inteligencia Artificial - AI,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/moto-g35-5g-256gb,Moto G35 5G 256GB,$399.999,,$330.578,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,XT2433-2,16,Android 14,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 Mhz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 25, 26, 28, 38, 40, 41, 42 y 66.","Bandas 1, 2, 3, 5, 7, 26, 28, 38, 40, 41, 66 y 78.",5000 mAh,4,256 GB,191 g,"169,6 x 76,8 x 57,3 mm",Si,Si,,50 mpx con flash LED | Dual | Zoom digital 6x,"6,72'' Full HD+",Octa Core 2.2 GHz,Si,MicroSD hasta 1 TB,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/moto-g15-256gb,Moto G15 256GB,$299.999,,$247.933,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,XT2521-2,8,Android 15,Nano-SIM,"2G, 3G, 4G",850/900/1800/1900 Mhz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 13, 26, 28, 38, 40 y 66.",,5200 mAh,4,256 GB,192 g,"165,6 x 75,9 x 8,1 mm",Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro, reconocimiento dactilar y reconocimiento facial.",50 mpx con flash LED | Dual | Zoom digital 6x,"6,72'' Full HD+",Octa Core 2 GHz,Si,,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/zte-blade-a34-64gb,ZTE Blade A34 64GB,$112.499,$149.999,$92.975,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,Blade A34,5,Android 13 Go,Nano-SIM,"2G, 3G, 4G",850/900/1800/1900 MHz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28, 38, 40 y 66.",,5000 mAh,2,64 GB | Disponibles 50 GB,185 g,"164 x 75,8 x 8,5 mm",No,No,"Proximidad, giroscopio y acelerómetro.",8 mpx con flash LED | Zoom digital 4x,6.6'' HD+,"Octa Core 1.6 GHz, 1.2 GHz",Si,MicroSD hasta 256 GB,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/xiaomi-redmi-14c-256gb,Xiaomi Redmi 14C 256GB,$339.999,$399.999,$280.991,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,2409BRN2CL,13,Android 14,Nano-SIM,"2G, 3G, 4G","Bandas 2, 3, 5 y 8.","Bandas 1, 2, 4, 5, 6, 8 y 19.","Bandas 1, 2, 3, 4, 5, 7, 8, 13, 18, 19, 26, 28, 38, 40, 41 y 66.",,5160 mAh,4,256 GB,211 g,"171,9 x 77,8 x 8,2 mm",Si,No,,50 mpx con flash LED | Dual,6.8'' IPS LCD,Octa Core 2.0 GHz,Si,,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/motorola-edge-60-5g-512gb,Motorola Edge 60 5G 512GB,$849.999,,$702.479,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,XT2505-3,50,Android 15,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 MHz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 26, 28, 38, 40, 41, 42 y 66.","Bandas 1, 2, 3, 5, 7, 8, 26, 28, 38, 40, 41, 66, 77 y 78.",5200 mAh,12,512 GB | Disponibles 489 GB,178 g,161.2 x 73.08 x 7.95 mm,Si,Si,,50 mpx con flash LED | Triple | Zoom digital 10x,6.67'' FHD+ OLED,Octa Core 2.5 GHz,Si,,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/xiaomi-redmi-note-13-256gb,Xiaomi Redmi Note 13 256GB,$501.499,$589.999,$414.462,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,23129RA5FL,16,Android 14,Nano-SIM,"2G, 3G, 4G",850/900/1800/1900 MHz,"Bandas 1, 2, 4, 5, 6, 8 y 19.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 26, 28, 38, 40, 41 y 66.",,5000 mAh,6 GB | Ampliación RAM Virtual 6,256 GB,174 g,"161,1 x 75 x 7,6 mm",,No,,108 mpx con flash LED | Triple,6.67'',Octa Core 2.8 GHz,Si,MicroSD hasta 1 TB,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/motorola-edge-60-fusion-5g-256gb,Motorola Edge 60 Fusion 5G 256GB,$649.999,,$537.189,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,XT2503-1,32,Android 15,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 MHz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 26, 28, 38, 40, 41, 42 y 66.","Bandas 1, 2, 3, 5, 7, 8, 26, 28, 38, 40, 41, 66, 77 y 78.",5200 mAh,8,256 GB | Disponibles 235 GB,178 g,161.2 x 73.08 x 7.95 mm,Si,Si,,50 mpx con flash LED | Dual | Zoom digital 10x,6.67'' FHD+ OLED,Octa Core 2.5 GHz,Si,,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/samsung-galaxy-a35-256gb,Samsung Galaxy A35 5G 256GB,$619.999,,$512.396,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,SM-A356E,13,Android 14,Nano-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 MHz,"Bandas 1, 2, 4 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 25, 26, 28, 32 y 66.","Bandas 1, 3, 7, 8, 20, 28, 38, 40, 66, 77 y 78.",5000 mAh,8,256 GB,209 g,"161,7 x 78 x 8,2 mm",Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro, magnetómetro y reconocimiento dactilar.",50 mpx con flash LED | Triple | Zoom digital 10x,6.6'' FHD+ Super Amoled,"Octa Core 2.4GHz, 2GHz",Si,MicroSD hasta 1 TB,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/xiaomi-redmi-note-13-ss-128gb,Xiaomi Redmi Note 13 128GB,$382.499,$449.999,$316.115,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,23129RA5FL,16,Android 14,Nano-SIM,"2G, 3G, 4G",850/900/1800/1900 MHz,"Bandas 1, 2, 4, 5, 6, 8 y 19.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 26, 28, 38, 40, 41 y 66.",,5000 mAh,6 GB | Ampliación RAM Virtual 6,128 GB,174 g,"161,1 x 75 x 7,6 mm",,No,,108 mpx con flash LED | Triple,6.67'',Octa Core 2.8 GHz,Si,MicroSD hasta 1 TB,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/samsung-galaxy-a25-5g-128gb,Samsung Galaxy A25 5G 128GB,$419.999,,$347.107,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,SM-A256E,13,Android 14,Nano-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 MHz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28 y 66.","Bandas 1, 3, 5, 7, 8, 26, 28, 40, 41, 66 y 77.",5000 mAh,6,128 GB,197 g,"161 x 76,5 x 8,3 mm",Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro y magnetómetro.",50 mpx con flash LED | Triple,6.5'' Super Amoled,"Octa Core 2.4GHz, 2GHz",Si,MicroSD hasta 1 TB,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/samsung-galaxy-s25-5g-256gb,Samsung Galaxy S25 5G 256GB,$1.799.999,,$1.487.602,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,SM-S931B,12,Android 15,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 Mhz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41 y 66.","Bandas 1, 2, 7, 25, 39, 40, 65, 66, 76 y 77.",4000 mAh,12,256 GB | Disponibles 220 GB,164 g,146.9 x 70.5 x 7.2 mm,Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro, barómetro, magnetómetro, reconocimiento dactilar y reconocimiento facial.",50 mpx con flash LED | Triple,6.2'' Full HD+ Dynamic AMOLED 2X,"Octa Core 4.47GHz, 3.5GHz",Si,No,,Inteligencia Artificial - AI,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/samsung-galaxy-z-fold5-5g-256gb,Samsung Galaxy Z Fold5 5G 256GB,$1.399.999,,$1.157.024,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,SM-F946BE,4,Android 13,Nano-SIM / e-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 MHz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 11, 13, 17, 18, 19, 20, 25, 26, 28, 32 y 66.","Bandas 20, 25, 28, 38, 40, 41, 66, 77 y 78.",4400 mAh,12,256 GB | Disponibles 216 GB,253 g,154.9 x 67.1 x 13.4 mm,Si,Si,"Proximidad, Luminosidad, Giroscopio, Acelerómetro, Barómetro, Magnetómetro, Oxímetro, Reconocimiento Dactilar, Ocular y Facial.",50 mpx con Flash LED | Triple | Zoom digital 30x | Zoom optico 3x,7.6'' QXGA+ Amoled,"Octa Core 3.36GHz,2.8GHz,2GHz",Si,,No,Inteligencia Artificial - AI,No,Si,No,No,Claro
https://tienda.claro.com.ar/pdp/equipos/samsung-galaxy-a35-128gb,Samsung Galaxy A35 5G 128GB,$519.999,,$429.751,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,SM-A356E,13,Android 14,Nano-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 MHz,"Bandas 1, 2, 4 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 25, 26, 28, 32 y 66.","Bandas 1, 3, 7, 8, 20, 28, 38, 40, 66, 77 y 78.",5000 mAh,8,128 GB,209 g,"161,7 x 78 x 8,2 mm",Si,Si,"Proximidad, luminosidad, giroscopio, acelerómetro, magnetómetro y reconocimiento dactilar.",50 mpx con flash LED | Triple | Zoom digital 10x,6.6'' FHD+ Super Amoled,"Octa Core 2.4GHz, 2GHz",Si,MicroSD hasta 1 TB,,,,,,,Claro
https://tienda.claro.com.ar/pdp/equipos/samsung-galaxy-a16-5g-256gb?color=azul,Samsung Galaxy A16 5G 256GB,$589.999,,$487.602,Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 12 cuotas con tarjeta de crédito | Hasta 6 cuotas con tarjeta de crédito | Con dinero en cuenta | Hasta 12 cuotas fijas | Combiná ambos medios de pago | Combiná hasta 2 tarjetas de crédito | 1 cuota con tarjeta de crédito,SM-A166M,13,Android 14,Nano-SIM,"2G, 3G, 4G, 5G",850/900/1800/1900 MHz,"Bandas 1, 2, 4, 5 y 8.","Bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 26, 28, 38, 40, 41 y 66.","Bandas 2, 39, 40, 65, 66 y 77.",5000 mAh,8,256 GB,200 g,"164,4 x 77,9 x 7,9 mm",Si,Si,"Luminosidad, giroscopio, acelerómetro, magnetómetro y reconocimiento facial.",50 mpx con flash LED | Triple | Zoom digital 10x | Zoom óptico 2x,6.7'' Full HD+,"Octa Core 2.4 GHz, 2 GHz",Si,MicroSD hasta 1 TB,,,,,,,Claro
